name,provider,rocket,status,launch_time,pad,mission_type,year,month,day,day_of_week,hour,provider_id,rocket_id,mission_type_id,pad_id
Sputnik 8K71PS | Sputnik-1,RVSN USSR,Sputnik 8K71PS,Launch Successful,1957-10-04 19:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1957,10,4,Friday,19,40,282,7,83
Long March 2D | FSW-3 No.1,CASC,Long March 2D,Launch Successful,2003-11-03 07:20:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2003,11,3,Monday,7,7,166,7,119
Long March 3A | Chinasat-20,CASC,Long March 3A,Launch Successful,2003-11-14 16:01:00+00:00,"LC-2, Xichang Satellite Launch Center, China",Unknown,2003,11,14,Friday,16,7,173,7,29
"H-IIA 2024 | IGS-Optical (2), IGS-Radar (2)",MHI,H-IIA 2024,Launch Failure,2003-11-29 04:33:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,2003,11,29,Saturday,4,32,146,7,17
Atlas IIAS | NROL-18 (Intruder 6A & 6B),Lockheed,Atlas IIAS,Launch Successful,2003-12-02 10:04:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Military,2003,12,2,Tuesday,10,31,28,4,67
Strela | Gruzomaket,VKS RF,Strela,Launch Successful,2003-12-05 06:00:00+00:00,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Unknown,2003,12,5,Friday,6,51,286,7,96
Atlas IIIB | UHF F/O F11,Lockheed,Atlas IIIB,Launch Successful,2003-12-10 02:30:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,2003,12,10,Wednesday,2,31,30,7,65
Delta II 7925 | GPS IIR-10,Boeing,Delta II 7925,Launch Successful,2003-12-21 08:05:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Navigation,2003,12,21,Sunday,8,6,103,5,57
Long March 2C | Double Star 1,CASC,Long March 2C,Launch Successful,2003-12-29 19:06:00+00:00,"LC-3, Xichang Satellite Launch Center, China",Unknown,2003,12,29,Monday,19,7,164,7,32
Zenit-3 SL | Telstar 14,Sea Launch,Zenit-3 SL,Launch Successful,2004-01-11 04:12:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2004,1,11,Sunday,4,44,337,7,42
Atlas IIAS | AMC-10,ILS,Atlas IIAS,Launch Successful,2004-02-05 23:46:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,2004,2,5,Thursday,23,19,28,7,64
Titan IV(402)B | DSP,Lockheed,Titan IV(402)B,Launch Successful,2004-02-14 18:50:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,2004,2,14,Saturday,18,31,312,7,69
Molniya-M /Block ML | Cosmos 2405 (Molniya-1T n†­174),VKS RF,Molniya-M /Block ML,Launch Successful,2004-02-18 07:06:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,2004,2,18,Wednesday,7,51,197,7,93
Ariane 5 G+ | Rosetta & Philae,Arianespace,Ariane 5 G+,Launch Successful,2004-03-02 07:17:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2004,3,2,Tuesday,7,3,21,7,5
Atlas IIIA | MBSat,ILS,Atlas IIIA,Launch Successful,2004-03-13 05:40:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,2004,3,13,Saturday,5,19,29,7,65
Delta II 7925 | GPS IIR-11,Boeing,Delta II 7925,Launch Successful,2004-03-20 17:53:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Navigation,2004,3,20,Saturday,17,6,103,5,58
Atlas IIAS | Superbird 6,ILS,Atlas IIAS,Launch Successful,2004-04-16 00:45:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,2004,4,16,Friday,0,19,28,7,64
Long March 2C | Shiyan-1 & Nano Satellite 1,CASC,Long March 2C,Launch Successful,2004-04-18 15:59:00+00:00,"LC-3, Xichang Satellite Launch Center, China",Unknown,2004,4,18,Sunday,15,7,164,7,32
Atlas IIAS | AMC-11,ILS,Atlas IIAS,Launch Successful,2004-04-19 22:22:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,2004,4,19,Monday,22,19,28,7,65
Delta II 7920-10C | Gravity Probe B,Boeing,Delta II 7920-10C,Launch Successful,2004-04-20 16:57:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,2004,4,20,Tuesday,16,6,98,7,63
Zenit-3 SL | DirecTV-7S,Sea Launch,Zenit-3 SL,Launch Successful,2004-05-04 12:41:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2004,5,4,Tuesday,12,44,337,7,42
Minotaur C (Taurus) | ROCSAT-2,Northrop,Minotaur C (Taurus),Launch Successful,2004-05-20 17:47:00+00:00,"SLC-576E, Vandenberg AFB, California, USA",Unknown,2004,5,20,Thursday,17,36,190,7,75
Tsyklon-2 | Cosmos 2405,VKS RF,Tsyklon-2,Launch Successful,2004-05-28 06:00:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,2004,5,28,Friday,6,51,321,7,117
Zenit-2 | Cosmos 2406,VKS RF,Zenit-2,Launch Successful,2004-06-10 01:28:00+00:00,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,2004,6,10,Thursday,1,51,335,7,110
Delta II 7925 | GPS IIR-12,Boeing,Delta II 7925,Launch Successful,2004-06-23 22:54:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Navigation,2004,6,23,Wednesday,22,6,103,5,58
Zenit-3 SL | Telstar 18,Sea Launch,Zenit-3 SL,Launch Successful,2004-06-29 03:58:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2004,6,29,Tuesday,3,44,337,7,42
Dnepr | DEMETER & Others,Kosmotras,Dnepr,Launch Successful,2004-06-29 06:30:00+00:00,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Unknown,2004,6,29,Tuesday,6,28,118,7,85
Delta II 7920-10L | Aura,Boeing,Delta II 7920-10L,Launch Successful,2004-07-15 10:02:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,2004,7,15,Thursday,10,6,99,7,63
Ariane 5 G+ | Anik F2,Arianespace,Ariane 5 G+,Launch Successful,2004-07-18 00:44:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2004,7,18,Sunday,0,3,21,7,5
Cosmos-3M (11K65M) | Cosmos 2407,VKS RF,Cosmos-3M (11K65M),Launch Successful,2004-07-22 17:46:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,2004,7,22,Thursday,17,51,81,7,88
Long March 2C | Double Star 2,CASC,Long March 2C,Launch Successful,2004-07-25 07:05:00+00:00,"LC-7, Taiyuan Satellite Launch Center, China",Unknown,2004,7,25,Sunday,7,7,164,7,40
Delta II 7925H | MESSENGER,Boeing,Delta II 7925H,Launch Successful,2004-08-03 06:15:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,2004,8,3,Tuesday,6,6,108,7,58
Long March 2C | FSW-4 No.1,CASC,Long March 2C,Launch Successful,2004-08-29 07:50:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2004,8,29,Sunday,7,7,164,7,119
Atlas IIAS | NROL-1,Lockheed,Atlas IIAS,Launch Successful,2004-08-31 23:17:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Military,2004,8,31,Tuesday,23,31,28,4,64
Long March 4B | Shijian-6A & 6B,CASC,Long March 4B,Launch Successful,2004-09-08 23:14:00+00:00,"LC-7, Taiyuan Satellite Launch Center, China",Unknown,2004,9,8,Wednesday,23,7,181,7,40
GSLV Mk I | GSAT-3,ISRO,GSLV Mk I,Launch Successful,2004-09-20 10:31:00+00:00,"First Launch Pad, Satish Dhawan Space Centre, India",Unknown,2004,9,20,Monday,10,23,136,7,9
Cosmos-3M (11K65M) | Cosmos 2408 and 2409,VKS RF,Cosmos-3M (11K65M),Launch Successful,2004-09-23 15:07:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,2004,9,23,Thursday,15,51,81,7,88
Long March 2D | FSW-3 No.2,CASC,Long March 2D,Launch Successful,2004-09-27 08:00:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2004,9,27,Monday,8,7,166,7,119
Long March 3A | Fengyun-2C,CASC,Long March 3A,Launch Successful,2004-10-19 01:20:00+00:00,"LC-2, Xichang Satellite Launch Center, China",Unknown,2004,10,19,Tuesday,1,7,173,7,29
Long March 4B | Ziyuan ll-03,CASC,Long March 4B,Launch Successful,2004-11-06 03:10:00+00:00,"LC-7, Taiyuan Satellite Launch Center, China",Unknown,2004,11,6,Saturday,3,7,181,7,40
Delta II 7925 | GPS IIR-13,Boeing,Delta II 7925,Launch Successful,2004-11-06 05:39:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Navigation,2004,11,6,Saturday,5,6,103,5,58
Soyuz 2.1a | Demo Flight,VKS RF,Soyuz 2.1a,Launch Successful,2004-11-08 18:29:00+00:00,"Site 43/4, Plesetsk Cosmodrome, Russia",Unknown,2004,11,8,Monday,18,51,258,7,109
Long March 2C | Shiyan-2,CASC,Long March 2C,Launch Successful,2004-11-18 10:45:00+00:00,"LC-3, Xichang Satellite Launch Center, China",Unknown,2004,11,18,Thursday,10,7,164,7,32
Delta II 7320-10C | Swift,Boeing,Delta II 7320-10C,Launch Successful,2004-11-20 17:16:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,2004,11,20,Saturday,17,6,91,7,57
Atlas V 521 | AMC-16,ILS,Atlas V 521,Launch Successful,2004-12-17 12:07:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,2004,12,17,Friday,12,19,37,7,70
"Ariane 5 G+ | Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Arianespace,Ariane 5 G+,Launch Successful,2004-12-18 16:26:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2004,12,18,Saturday,16,3,21,7,5
Delta IV Heavy | DemoSat and 3CS-1 & 2,Boeing,Delta IV Heavy,Partial Failure,2004-12-21 21:50:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Unknown,2004,12,21,Tuesday,21,6,110,7,66
Tsyklon-3 | Sich 1M & Micron 1,VKS RF,Tsyklon-3,Partial Failure,2004-12-24 12:00:00+00:00,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,2004,12,24,Friday,12,51,323,7,103
Delta II 7925 | Deep Impact,Boeing,Delta II 7925,Launch Successful,2005-01-12 18:47:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,2005,1,12,Wednesday,18,6,103,7,58
Cosmos-3M (11K65M) | Cosmos 2414 & Universitietski,VKS RF,Cosmos-3M (11K65M),Launch Successful,2005-01-20 03:00:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,2005,1,20,Thursday,3,51,81,7,88
Atlas IIIB | NROL-23 (Intruder 7A & 7B),Lockheed,Atlas IIIB,Launch Successful,2005-02-03 07:41:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Military,2005,2,3,Thursday,7,31,30,4,65
"Ariane 5 ECA | XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Arianespace,Ariane 5 ECA,Launch Successful,2005-02-12 21:03:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2005,2,12,Saturday,21,3,18,7,5
H-IIA 2022 | Himawari 6,MHI,H-IIA 2022,Launch Successful,2005-02-26 09:25:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,2005,2,26,Saturday,9,32,145,7,17
Zenit-3 SL | XM-3,Sea Launch,Zenit-3 SL,Launch Successful,2005-03-01 03:50:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2005,3,1,Tuesday,3,44,337,7,42
Atlas V 431 | Inmarsat-4 F1,ILS,Atlas V 431,Launch Successful,2005-03-11 21:42:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,2005,3,11,Friday,21,19,35,7,70
Minotaur I | XSS-11,Northrop,Minotaur I,Launch Successful,2005-04-11 13:35:00+00:00,"SLC-8, Vandenberg AFB, California, USA",Unknown,2005,4,11,Monday,13,36,191,7,77
Long March 3B | Apstar 6,CASC,Long March 3B,Launch Successful,2005-04-12 12:00:00+00:00,"LC-2, Xichang Satellite Launch Center, China",Unknown,2005,4,12,Tuesday,12,7,174,7,29
Pegasus XL | DART,Northrop,Pegasus XL,Launch Successful,2005-04-15 17:27:00+00:00,"Stargazer, Vandenberg AFB, California, USA",Unknown,2005,4,15,Friday,17,36,222,7,124
Zenit-3 SL | Spaceway-1,Sea Launch,Zenit-3 SL,Launch Successful,2005-04-26 07:31:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2005,4,26,Tuesday,7,44,337,7,42
Titan IV(405)B | NROL-16 (Onyx),Lockheed,Titan IV(405)B,Launch Successful,2005-04-30 00:50:00+00:00,"SLC-40, Cape Canaveral AFS, Florida, USA",Military,2005,4,30,Saturday,0,31,318,4,69
PSLV-G | Cartosat-1 & HAMSAT,ISRO,PSLV-G,Launch Successful,2005-05-05 04:45:00+00:00,"Second Launch Pad, Satish Dhawan Space Centre, India",Unknown,2005,5,5,Thursday,4,23,218,7,82
Delta II 7320-10C | NOAA-N,Boeing,Delta II 7320-10C,Launch Successful,2005-05-20 10:22:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,2005,5,20,Friday,10,6,91,7,63
Molniya-M /Block ML | Molniya-3K n†­175,VKS RF,Molniya-M /Block ML,Launch Failure,2005-06-21 00:48:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,2005,6,21,Tuesday,0,51,197,7,93
Volna | Cosmos 1,SRC,Volna,Launch Failure,2005-06-21 19:46:00+00:00,"K-496 Submarine, Barents Sea Launch Area, Barents Sea",Unknown,2005,6,21,Tuesday,19,43,329,7,13
Zenit-3 SL | Intelsat-Americas 8,Sea Launch,Zenit-3 SL,Launch Successful,2005-06-23 14:02:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2005,6,23,Thursday,14,44,337,7,42
Long March 2D | Shijian-7,CASC,Long March 2D,Launch Successful,2005-07-05 22:40:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2005,7,5,Tuesday,22,7,166,7,119
Mu-V / M-25 | Suzaku,ISAS,Mu-V / M-25,Launch Successful,2005-07-10 03:30:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Unknown,2005,7,10,Sunday,3,22,207,7,48
Space Shuttle Discovery | STS-114,NASA,Space Shuttle Discovery,Launch Successful,2005-07-26 14:39:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Unknown,2005,7,26,Tuesday,14,35,279,7,35
Long March 2C | FSW-4 No. 2,CASC,Long March 2C,Launch Successful,2005-08-02 07:30:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2005,8,2,Tuesday,7,7,164,7,119
Ariane 5 GS | iPStar-1,Arianespace,Ariane 5 GS,Launch Successful,2005-08-11 08:20:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2005,8,11,Thursday,8,3,22,7,5
Atlas V 401 | Mars Reconnaissance Orbiter,ILS,Atlas V 401,Launch Successful,2005-08-12 11:43:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,2005,8,12,Friday,11,19,32,7,70
Dnepr | Kirari and Reimei,Kosmotras,Dnepr,Launch Successful,2005-08-23 21:09:00+00:00,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Unknown,2005,8,23,Tuesday,21,28,118,7,85
Rokot/Briz KM | Monitor-E,VKS RF,Rokot/Briz KM,Launch Successful,2005-08-26 18:34:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,2005,8,26,Friday,18,51,234,7,90
Long March 2D | FSW-3 No. 3,CASC,Long March 2D,Launch Successful,2005-08-29 08:45:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2005,8,29,Monday,8,7,166,7,119
Minotaur I | Streak (STP-R1),Northrop,Minotaur I,Launch Successful,2005-09-22 19:24:00+00:00,"SLC-8, Vandenberg AFB, California, USA",Unknown,2005,9,22,Thursday,19,36,191,7,77
Delta II 7925 | GPS IIRM-1,Boeing,Delta II 7925,Launch Successful,2005-09-26 03:37:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Navigation,2005,9,26,Monday,3,6,103,5,57
Rokot/Briz KM | CryoSat-1,Eurockot,Rokot/Briz KM,Launch Failure,2005-10-08 15:02:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,2005,10,8,Saturday,15,14,234,7,90
Ariane 5 GS | Syracuse 3A & Galaxy 15,Arianespace,Ariane 5 GS,Launch Successful,2005-10-13 22:32:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2005,10,13,Thursday,22,3,22,7,5
Long March 2F | Shenzhou 6,CASC,Long March 2F,Launch Successful,2005-10-16 20:32:00+00:00,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Unknown,2005,10,16,Sunday,20,7,169,7,118
Titan IV(404)B | NROL-20 (KH-11 Kennen),Lockheed,Titan IV(404)B,Launch Successful,2005-10-19 18:05:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Military,2005,10,19,Wednesday,18,31,316,4,72
Cosmos-3M (11K65M) | TopSat 1 & Others,VKS RF,Cosmos-3M (11K65M),Launch Successful,2005-10-27 06:52:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,2005,10,27,Thursday,6,51,81,7,88
Zenit-3 SL | Inmarsat 4F-2,Sea Launch,Zenit-3 SL,Launch Successful,2005-11-08 14:06:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2005,11,8,Tuesday,14,44,337,7,42
Ariane 5 ECA | Spaceway-2 & Telkom-2,Arianespace,Ariane 5 ECA,Launch Successful,2005-11-16 23:46:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2005,11,16,Wednesday,23,3,18,7,5
Cosmos-3M (11K65M) | Cosmos 2416,VKS RF,Cosmos-3M (11K65M),Launch Successful,2005-12-21 19:34:00+00:00,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,2005,12,21,Wednesday,19,51,81,7,88
Ariane 5 GS | INSAT-4A & MSG-2,Arianespace,Ariane 5 GS,Launch Successful,2005-12-21 23:33:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2005,12,21,Wednesday,23,3,22,7,5
Atlas V 551 | New Horizons,ILS,Atlas V 551,Launch Successful,2006-01-19 19:00:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,2006,1,19,Thursday,19,19,40,7,70
H-IIA 2022 | Daichi,MHI,H-IIA 2022,Launch Successful,2006-01-24 01:33:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,2006,1,24,Tuesday,1,32,145,7,17
Zenit-3 SL | EchoStar-X,Sea Launch,Zenit-3 SL,Launch Successful,2006-02-15 22:34:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2006,2,15,Wednesday,22,44,337,7,42
H-IIA 2024 | Himawari 7,MHI,H-IIA 2024,Launch Successful,2006-02-18 06:27:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,2006,2,18,Saturday,6,32,146,7,17
"Mu-V / M-25 | SSSat 1, CUTE 1.7 & Akari",ISAS,Mu-V / M-25,Launch Successful,2006-02-21 21:28:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Unknown,2006,2,21,Tuesday,21,22,207,7,48
Ariane 5 ECA | Spainsat & Hot Bird 7A,Arianespace,Ariane 5 ECA,Launch Successful,2006-03-11 22:33:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2006,3,11,Saturday,22,3,18,7,5
Falcon 1 | FalconSat-2,SpaceX,Falcon 1,Launch Failure,2006-03-24 21:30:00+00:00,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",Unknown,2006,3,24,Friday,21,45,128,7,51
Pegasus XL | ST-5,Northrop,Pegasus XL,Launch Successful,2006-03-28 20:10:00+00:00,"Stargazer, Vandenberg AFB, California, USA",Unknown,2006,3,28,Tuesday,20,36,222,7,124
Zenit-3 SL | JCSat-9,Sea Launch,Zenit-3 SL,Launch Successful,2006-04-12 23:29:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2006,4,12,Wednesday,23,44,337,7,42
Minotaur I | COSMIC (FORMOSAT-3),Northrop,Minotaur I,Launch Successful,2006-04-15 01:40:00+00:00,"SLC-8, Vandenberg AFB, California, USA",Unknown,2006,4,15,Saturday,1,36,191,7,77
Atlas V 411 | Astra 1KR,ILS,Atlas V 411,Launch Successful,2006-04-20 20:27:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,2006,4,20,Thursday,20,19,33,7,70
Start-1 | EROS B,MITT,Start-1,Launch Successful,2006-04-25 16:47:00+00:00,"Svobodny Cosmodrome, Russia",Unknown,2006,4,25,Tuesday,16,33,285,7,126
Long March 4C | Yaogan 1,CASC,Long March 4C,Launch Successful,2006-04-26 22:48:00+00:00,"LC-7, Taiyuan Satellite Launch Center, China",Unknown,2006,4,26,Wednesday,22,7,182,7,40
"Delta II 7420-10C | CloudSat, CALIPSO",Boeing,Delta II 7420-10C,Launch Successful,2006-04-28 10:02:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Unknown,2006,4,28,Friday,10,6,93,7,63
"Delta IV Medium+ (4,2) | GOES-N (GOES-13)",Boeing,"Delta IV Medium+ (4,2)",Launch Successful,2006-05-24 22:11:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Unknown,2006,5,24,Wednesday,22,6,112,7,66
Shtil' | Kompass-2,SRC,Shtil',Launch Successful,2006-05-26 18:50:00+00:00,"K-84 Submarine, Barents Sea Launch Area, Barents Sea",Unknown,2006,5,26,Friday,18,43,255,7,14
Ariane 5 ECA | Satmex-6 & Thaicom-5,Arianespace,Ariane 5 ECA,Launch Successful,2006-05-27 21:09:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2006,5,27,Saturday,21,3,18,7,5
Zenit-3 SL | Galaxy 16,Sea Launch,Zenit-3 SL,Launch Successful,2006-06-18 07:49:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2006,6,18,Sunday,7,44,337,7,42
Delta II 7925 | MiTEx,Boeing,Delta II 7925,Launch Successful,2006-06-21 22:15:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,2006,6,21,Wednesday,22,6,103,7,57
Tsyklon-2 | Cosmos 2421,VKS RF,Tsyklon-2,Launch Successful,2006-06-25 04:00:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,2006,6,25,Sunday,4,51,321,7,117
"Delta IV Medium+ (4,2) | NROL-22",Boeing,"Delta IV Medium+ (4,2)",Launch Successful,2006-06-28 03:33:00+00:00,"SLC-6, Vandenberg AFB, California, USA",Military,2006,6,28,Wednesday,3,6,112,4,76
Space Shuttle Discovery | STS-121,NASA,Space Shuttle Discovery,Launch Successful,2006-07-04 18:37:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Unknown,2006,7,4,Tuesday,18,35,279,7,35
GSLV Mk I | INSAT-4C,ISRO,GSLV Mk I,Launch Failure,2006-07-10 12:08:00+00:00,"Second Launch Pad, Satish Dhawan Space Centre, India",Unknown,2006,7,10,Monday,12,23,136,7,82
Dnepr | Genesis 1,Kosmotras,Dnepr,Launch Successful,2006-07-12 14:53:00+00:00,"Site 370/13, Yasny Cosmodrome, Russia",Unknown,2006,7,12,Wednesday,14,28,118,7,105
Molniya-M /Block 2BL | Cosmos 2422,VKS RF,Molniya-M /Block 2BL,Launch Successful,2006-07-21 04:20:00+00:00,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,2006,7,21,Friday,4,51,195,7,93
Dnepr | BelKa 1 & Others,Kosmotras,Dnepr,Launch Failure,2006-07-26 19:43:00+00:00,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Unknown,2006,7,26,Wednesday,19,28,118,7,85
Rokot/Briz KM | KompSat-2,Eurockot,Rokot/Briz KM,Launch Successful,2006-07-28 07:05:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,2006,7,28,Friday,7,14,234,7,90
Ariane 5 ECA | JCSAT-10 & Syracuse 3B,Arianespace,Ariane 5 ECA,Launch Successful,2006-08-11 22:15:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2006,8,11,Friday,22,3,18,7,5
Zenit-3 SL | Koreasat 5,Sea Launch,Zenit-3 SL,Launch Successful,2006-08-22 03:26:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2006,8,22,Tuesday,3,44,337,7,42
Long March 2C | Shijian-8,CASC,Long March 2C,Launch Successful,2006-09-09 07:00:00+00:00,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",Unknown,2006,9,9,Saturday,7,7,164,7,119
Space Shuttle Atlantis | STS-115,NASA,Space Shuttle Atlantis,Launch Successful,2006-09-09 15:14:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Unknown,2006,9,9,Saturday,15,35,276,7,35
H-IIA 202 | IGS-Optical 2,MHI,H-IIA 202,Launch Successful,2006-09-11 04:35:00+00:00,"LA-Y1, Tanegashima Space Center, Japan",Unknown,2006,9,11,Monday,4,32,144,7,17
Long March 3A | Chinasat-22A,CASC,Long March 3A,Launch Successful,2006-09-12 16:02:00+00:00,"LC-2, Xichang Satellite Launch Center, China",Unknown,2006,9,12,Tuesday,16,7,173,7,29
"Mu-V / M-25 | SSSat 2, Hinode & Camatai",ISAS,Mu-V / M-25,Launch Successful,2006-09-22 21:36:00+00:00,"Mu Pad, Uchinoura Space Center, Japan",Unknown,2006,9,22,Friday,21,22,207,7,48
Delta II 7925 | GPS IIRM-2,Boeing,Delta II 7925,Launch Successful,2006-09-25 18:50:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Navigation,2006,9,25,Monday,18,6,103,5,57
"Ariane 5 ECA | DirecTV-9S, Optus D1, LDREX-2",Arianespace,Ariane 5 ECA,Launch Successful,2006-10-13 20:56:00+00:00,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,2006,10,13,Friday,20,3,18,7,5
Long March 4B | Shijian-6C & 6D,CASC,Long March 4B,Launch Successful,2006-10-23 23:34:00+00:00,"LC-7, Taiyuan Satellite Launch Center, China",Unknown,2006,10,23,Monday,23,7,181,7,40
Delta II 7925-10L | STEREO,Boeing,Delta II 7925-10L,Launch Successful,2006-10-26 00:52:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,2006,10,26,Thursday,0,6,106,7,58
Long March 3B | SinoSat 2,CASC,Long March 3B,Launch Successful,2006-10-28 16:20:00+00:00,"LC-2, Xichang Satellite Launch Center, China",Unknown,2006,10,28,Saturday,16,7,174,7,29
Zenit-3 SL | XM-4,Sea Launch,Zenit-3 SL,Launch Successful,2006-10-30 23:48:00+00:00,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,2006,10,30,Monday,23,44,337,7,42
