name,provider,rocket,status,launch_time,pad,mission_type,year,month,day,day_of_week,hour,provider_id,rocket_id,mission_type_id,pad_id
Sputnik 8K71PS | Sputnik-1,RVSN USSR,Sputnik 8K71PS,Launch Successful,1957-10-04 19:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1957,10,4,Friday,19,40,282,7,83
Cosmos-2I (63SM) | Cosmos 233,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-07-18 19:59:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1968,7,18,Thursday,19,40,79,7,90
Voskhod | Cosmos 234,RVSN USSR,Voskhod,Launch Successful,1968-07-30 07:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,7,30,Tuesday,7,40,330,7,101
Atlas-SLV3A Agena-D | Canyon 1 (AFP-827),General Dynamics,Atlas-SLV3A Agena-D,Launch Successful,1968-08-06 11:08:00+00:00,"LC-13, Cape Canaveral AFS, Florida, USA",Unknown,1968,8,6,Tuesday,11,17,68,7,23
Titan IIIB | OPS 5187,US Air Force,Titan IIIB,Launch Successful,1968-08-06 16:33:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1968,8,6,Tuesday,16,48,305,7,73
Titan IIIB | OPS 5247,US Air Force,Titan IIIB,Launch Successful,1968-08-06 18:30:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1968,8,6,Tuesday,18,48,305,7,73
Voskhod | Cosmos 235,RVSN USSR,Voskhod,Launch Successful,1968-08-09 07:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,8,9,Friday,7,40,330,7,101
Atlas-SLV3C Centaur-D | ATS-4,General Dynamics,Atlas-SLV3C Centaur-D,Partial Failure,1968-08-10 22:33:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1968,8,10,Saturday,22,17,70,7,64
Atlas-SLV3 Burner-2 | STP P68-1,General Dynamics,Atlas-SLV3 Burner-2,Launch Failure,1968-08-16 20:57:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Unknown,1968,8,16,Friday,20,17,67,7,67
Cosmos-3 (11K65) | Cosmos 236,RVSN USSR,Cosmos-3 (11K65),Launch Successful,1968-08-27 11:29:00+00:00,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,8,27,Tuesday,11,40,80,7,107
Voskhod | Cosmos 237,RVSN USSR,Voskhod,Launch Successful,1968-08-27 12:59:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,8,27,Tuesday,12,40,330,7,106
Soyuz | Cosmos 238,RVSN USSR,Soyuz,Launch Successful,1968-08-28 10:04:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,8,28,Wednesday,10,40,257,7,101
Voskhod | Cosmos 239,RVSN USSR,Voskhod,Launch Successful,1968-09-05 07:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,9,5,Thursday,7,40,330,7,101
Voskhod | Cosmos 240,RVSN USSR,Voskhod,Launch Successful,1968-09-14 16:50:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,9,14,Saturday,16,40,330,7,101
Proton K/Block D | Zond-5,RVSN USSR,Proton K/Block D,Launch Successful,1968-09-14 21:42:00+00:00,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,9,14,Saturday,21,40,228,7,113
Voskhod | Cosmos 241,RVSN USSR,Voskhod,Launch Successful,1968-09-16 12:30:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,9,16,Monday,12,40,330,7,106
Cosmos-2I (63SM) | Cosmos 242,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-09-20 14:39:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1968,9,20,Friday,14,40,79,7,90
Voskhod | Cosmos 243,RVSN USSR,Voskhod,Launch Successful,1968-09-23 07:39:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,9,23,Monday,7,40,330,7,83
"Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4",Martin Marietta,Titan IIIC,Launch Successful,1968-09-26 07:37:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,1968,9,26,Thursday,7,34,306,7,70
Tsyklon | Cosmos 244,RVSN USSR,Tsyklon,Launch Successful,1968-10-02 13:35:00+00:00,"Site 161/35, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,2,Wednesday,13,40,320,7,94
Cosmos-2I (63SM) | Cosmos 245,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-10-03 12:59:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1968,10,3,Thursday,12,40,79,7,90
Molniya-M /Block L | Molniya-1 n†­14,RVSN USSR,Molniya-M /Block L,Launch Successful,1968-10-05 00:32:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,5,Saturday,0,40,196,7,83
Voskhod | Cosmos 246,RVSN USSR,Voskhod,Partial Failure,1968-10-07 12:05:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,10,7,Monday,12,40,330,7,106
Voskhod | Cosmos 247,RVSN USSR,Voskhod,Launch Successful,1968-10-11 12:05:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,10,11,Friday,12,40,330,7,106
Saturn IB | Apollo 7,NASA,Saturn IB,Launch Successful,1968-10-11 15:02:00+00:00,"LC-34, Cape Canaveral AFS, Florida, USA",Unknown,1968,10,11,Friday,15,35,240,7,33
Tsyklon-2A | Cosmos 248,RVSN USSR,Tsyklon-2A,Launch Successful,1968-10-19 04:20:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,19,Saturday,4,40,322,7,116
Tsyklon-2A | Cosmos 249,RVSN USSR,Tsyklon-2A,Launch Successful,1968-10-20 04:02:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,20,Sunday,4,40,322,7,117
Soyuz | Soyuz 2,RVSN USSR,Soyuz,Launch Successful,1968-10-25 09:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,25,Friday,9,40,257,7,83
Soyuz | Soyuz 3,RVSN USSR,Soyuz,Launch Successful,1968-10-26 08:34:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,26,Saturday,8,40,257,7,101
Cosmos-3M (11K65M) | Cosmos 250,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1968-10-30 22:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1968,10,30,Wednesday,22,40,81,7,89
Voskhod | Cosmos 251,RVSN USSR,Voskhod,Launch Successful,1968-10-31 09:14:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,10,31,Thursday,9,40,330,7,83
Tsyklon-2A | Cosmos 252,RVSN USSR,Tsyklon-2A,Launch Successful,1968-11-01 00:27:00+00:00,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,11,1,Friday,0,40,322,7,117
Titan IIIB | OPS 5296,US Air Force,Titan IIIB,Launch Successful,1968-11-06 19:10:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1968,11,6,Wednesday,19,48,305,7,73
Proton K/Block D | Zond-6,RVSN USSR,Proton K/Block D,Launch Successful,1968-11-10 19:11:00+00:00,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,11,10,Sunday,19,40,228,7,113
Voskhod | Cosmos 253,RVSN USSR,Voskhod,Launch Successful,1968-11-13 12:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,11,13,Wednesday,12,40,330,7,106
Proton K | Proton-4,RVSN USSR,Proton K,Launch Successful,1968-11-16 11:40:00+00:00,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,11,16,Saturday,11,40,227,7,114
Voskhod | Cosmos 254,RVSN USSR,Voskhod,Launch Successful,1968-11-21 12:10:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,11,21,Thursday,12,40,330,7,106
Europa 1 | STV-1,CECLES,Europa 1,Launch Successful,1968-11-29 09:47:00+00:00,"LA-5B, RAAF Woomera Range Complex, Australia",Unknown,1968,11,29,Friday,9,9,126,7,16
Voskhod | Cosmos 255,RVSN USSR,Voskhod,Launch Successful,1968-11-29 12:40:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1968,11,29,Friday,12,40,330,7,106
Cosmos-3M (11K65M) | Cosmos 256,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1968-11-30 12:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1968,11,30,Saturday,12,40,81,7,89
Cosmos-2I (63SM) | Cosmos 257,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-12-03 14:52:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1968,12,3,Tuesday,14,40,79,7,90
Titan IIIB | OPS 6518,US Air Force,Titan IIIB,Launch Successful,1968-12-04 19:23:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1968,12,4,Wednesday,19,48,305,7,73
Atlas-SLV3C Centaur-D | OAO-2,General Dynamics,Atlas-SLV3C Centaur-D,Launch Successful,1968-12-07 08:40:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1968,12,7,Saturday,8,17,70,7,65
Voskhod | Cosmos 258,RVSN USSR,Voskhod,Launch Successful,1968-12-10 08:25:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,12,10,Tuesday,8,40,330,7,101
Cosmos-2I (63SM) | Cosmos 259,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-12-14 05:09:00+00:00,"Site 86/1, Kapustin Yar, Russia",Unknown,1968,12,14,Saturday,5,40,79,7,115
Molniya-M /Block L | Cosmos 260,RVSN USSR,Molniya-M /Block L,Launch Successful,1968-12-16 09:15:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1968,12,16,Monday,9,40,196,7,83
Cosmos-2I (63SM) | Cosmos 261,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-12-19 23:55:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1968,12,19,Thursday,23,40,79,7,90
Saturn V | Apollo 8,NASA,Saturn V,Launch Successful,1968-12-21 12:51:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Unknown,1968,12,21,Saturday,12,35,241,7,34
Cosmos-2I (63SM) | Cosmos 262,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1968-12-26 09:45:00+00:00,"Site 86/1, Kapustin Yar, Russia",Unknown,1968,12,26,Thursday,9,40,79,7,115
Molniya-M /Block VL | Venera 5,RVSN USSR,Molniya-M /Block VL,Launch Successful,1969-01-05 06:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,5,Sunday,6,40,200,7,83
Molniya-M /Block VL | Venera 6,RVSN USSR,Molniya-M /Block VL,Launch Successful,1969-01-10 05:51:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,10,Friday,5,40,200,7,83
Voskhod | Cosmos 263,RVSN USSR,Voskhod,Launch Successful,1969-01-12 12:10:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,1,12,Sunday,12,40,330,7,106
Soyuz | Soyuz 4,RVSN USSR,Soyuz,Launch Successful,1969-01-14 07:30:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,14,Tuesday,7,40,257,7,101
Soyuz | Soyuz 5,RVSN USSR,Soyuz,Launch Successful,1969-01-15 07:04:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,15,Wednesday,7,40,257,7,83
Proton K/Block D | Zond,RVSN USSR,Proton K/Block D,Launch Failure,1969-01-20 04:14:00+00:00,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,20,Monday,4,40,228,7,113
Titan IIIB | OPS 7585,US Air Force,Titan IIIB,Launch Successful,1969-01-22 19:10:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1969,1,22,Wednesday,19,48,305,7,73
Voskhod | Cosmos 264,RVSN USSR,Voskhod,Launch Successful,1969-01-23 09:15:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,23,Thursday,9,40,330,7,83
Tsyklon-2A | US-A n†­5,RVSN USSR,Tsyklon-2A,Launch Failure,1969-01-25 11:14:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,1,25,Saturday,11,40,322,7,116
Vostok-2M | Meteor n†­11,RVSN USSR,Vostok-2M,Launch Failure,1969-02-01 12:11:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,2,1,Saturday,12,40,334,7,106
Cosmos-2I (63SM) | Cosmos 265,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-02-07 13:59:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,2,7,Friday,13,40,79,7,90
Titan IIIC | OPS-0757 (Tacsat),Martin Marietta,Titan IIIC,Launch Successful,1969-02-09 21:09:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,1969,2,9,Sunday,21,34,306,7,70
Proton K/Block D | Luna-15a,RVSN USSR,Proton K/Block D,Launch Failure,1969-02-19 06:48:00+00:00,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,2,19,Wednesday,6,40,228,7,114
N1-L3 | 3L (Zond L1S-1),RVSN USSR,N1-L3,Launch Failure,1969-02-21 09:18:00+00:00,"Site 110/38, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,2,21,Friday,9,40,212,7,87
Atlas-SLV3C Centaur-D | Mariner 6,General Dynamics,Atlas-SLV3C Centaur-D,Launch Successful,1969-02-25 01:29:00+00:00,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,1969,2,25,Tuesday,1,17,70,7,65
Voskhod | Cosmos 266,RVSN USSR,Voskhod,Launch Successful,1969-02-25 10:20:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,2,25,Tuesday,10,40,330,7,106
Voskhod | Cosmos 267,RVSN USSR,Voskhod,Launch Successful,1969-02-26 08:30:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,2,26,Wednesday,8,40,330,7,101
Saturn V | Apollo 9,NASA,Saturn V,Launch Successful,1969-03-03 16:00:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Unknown,1969,3,3,Monday,16,35,241,7,34
Titan IIIB | OPS 4248,US Air Force,Titan IIIB,Launch Successful,1969-03-04 19:30:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1969,3,4,Tuesday,19,48,305,7,73
Cosmos-2I (63SM) | Cosmos 268,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-03-05 13:04:00+00:00,"Site 86/1, Kapustin Yar, Russia",Unknown,1969,3,5,Wednesday,13,40,79,7,115
Cosmos-3M (11K65M) | Cosmos 269,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1969-03-05 17:25:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1969,3,5,Wednesday,17,40,81,7,89
Voskhod | Cosmos 270,RVSN USSR,Voskhod,Launch Successful,1969-03-06 12:15:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,3,6,Thursday,12,40,330,7,106
Voskhod | Cosmos 271,RVSN USSR,Voskhod,Launch Successful,1969-03-15 12:15:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,3,15,Saturday,12,40,330,7,106
Cosmos-3M (11K65M) | Cosmos 272,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1969-03-17 16:40:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1969,3,17,Monday,16,40,81,7,89
Atlas-E/F OV1 | OV1-17/OV1-18/OV1-19,General Dynamics,Atlas-E/F OV1,Launch Successful,1969-03-18 07:47:00+00:00,"LC-576A2, Vandenberg AFB, California, USA",Unknown,1969,3,18,Tuesday,7,17,50,7,38
Voskhod | Cosmos 273,RVSN USSR,Voskhod,Launch Successful,1969-03-22 12:15:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,3,22,Saturday,12,40,330,7,106
Voskhod | Cosmos 274,RVSN USSR,Voskhod,Launch Successful,1969-03-24 10:10:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,3,24,Monday,10,40,330,7,101
Vostok-2M | Meteor n†­12,RVSN USSR,Vostok-2M,Launch Failure,1969-03-26 12:30:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,3,26,Wednesday,12,40,334,7,106
Proton K/Block D | M-69 N†­521,RVSN USSR,Proton K/Block D,Launch Failure,1969-03-27 10:40:00+00:00,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,3,27,Thursday,10,40,228,7,113
Atlas-SLV3C Centaur-D | Mariner 7,General Dynamics,Atlas-SLV3C Centaur-D,Launch Successful,1969-03-27 22:22:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1969,3,27,Thursday,22,17,70,7,64
Cosmos-2I (63SM) | Cosmos 275,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-03-28 16:00:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,3,28,Friday,16,40,79,7,90
Proton K/Block D | M-69 ???522,RVSN USSR,Proton K/Block D,Launch Failure,1969-04-02 10:33:00+00:00,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,4,2,Wednesday,10,40,228,7,114
Voskhod | Cosmos 276,RVSN USSR,Voskhod,Launch Successful,1969-04-04 10:20:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,4,4,Friday,10,40,330,7,106
Cosmos-2I (63SM) | Cosmos 277,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-04-04 13:00:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,4,4,Friday,13,40,79,7,90
Voskhod | Cosmos 278,RVSN USSR,Voskhod,Launch Successful,1969-04-09 13:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,4,9,Wednesday,13,40,330,7,106
Molniya-M /Block L | Molniya-1 n†­16,RVSN USSR,Molniya-M /Block L,Launch Successful,1969-04-11 02:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,4,11,Friday,2,40,196,7,83
Atlas-SLV3A Agena-D | Canyon 2 (AFP-827),General Dynamics,Atlas-SLV3A Agena-D,Launch Successful,1969-04-13 02:30:00+00:00,"LC-13, Cape Canaveral AFS, Florida, USA",Unknown,1969,4,13,Sunday,2,17,68,7,23
Voskhod | Cosmos 279,RVSN USSR,Voskhod,Launch Successful,1969-04-15 08:14:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,4,15,Tuesday,8,40,330,7,101
Titan IIIB | OPS 5310,US Air Force,Titan IIIB,Launch Successful,1969-04-15 17:30:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1969,4,15,Tuesday,17,48,305,7,73
Voskhod | Cosmos 280,RVSN USSR,Voskhod,Launch Successful,1969-04-23 09:55:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,4,23,Wednesday,9,40,330,7,83
Voskhod | Cosmos 281,RVSN USSR,Voskhod,Partial Failure,1969-05-13 09:15:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,5,13,Tuesday,9,40,330,7,106
Saturn V | Apollo 10,NASA,Saturn V,Launch Successful,1969-05-18 16:49:00+00:00,"LC-39B, Kennedy Space Center, Florida, USA",Unknown,1969,5,18,Sunday,16,35,241,7,35
Voskhod | Cosmos 282,RVSN USSR,Voskhod,Launch Successful,1969-05-20 08:40:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,5,20,Tuesday,8,40,330,7,106
"Titan IIIC | OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",Martin Marietta,Titan IIIC,Launch Successful,1969-05-23 07:57:00+00:00,"SLC-41, Cape Canaveral AFS, Florida, USA",Unknown,1969,5,23,Friday,7,34,306,7,70
Cosmos-2I (63SM) | Cosmos 283,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-05-27 13:00:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,5,27,Tuesday,13,40,79,7,90
Voskhod | Cosmos 284,RVSN USSR,Voskhod,Launch Successful,1969-05-29 06:59:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,5,29,Thursday,6,40,330,7,101
Cosmos-2I (63SM) | Cosmos 285,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-06-03 12:57:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,6,3,Tuesday,12,40,79,7,90
Titan IIIB | OPS 1077,US Air Force,Titan IIIB,Launch Successful,1969-06-03 16:49:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1969,6,3,Tuesday,16,48,305,7,73
Cosmos-3MRB (65MRB) | BOR-2 Shuttle,RVSN USSR,Cosmos-3MRB (65MRB),Launch Successful,1969-06-12 06:00:00+00:00,"Site 86/1, Kapustin Yar, Russia",Unknown,1969,6,12,Thursday,6,40,82,7,115
Proton K/Block D | Luna-15b,RVSN USSR,Proton K/Block D,Launch Failure,1969-06-14 23:59:00+00:00,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,6,14,Saturday,23,40,228,7,114
Voskhod | Cosmos 286,RVSN USSR,Voskhod,Launch Successful,1969-06-15 08:59:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,6,15,Sunday,8,40,330,7,106
Voskhod | Cosmos 287,RVSN USSR,Voskhod,Launch Successful,1969-06-24 06:50:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,6,24,Tuesday,6,40,330,7,101
Voskhod | Cosmos 288,RVSN USSR,Voskhod,Launch Successful,1969-06-27 06:59:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,6,27,Friday,6,40,330,7,83
Europa 1 | STV-2,CECLES,Europa 1,Launch Failure,1969-07-03 08:06:00+00:00,"LA-5B, RAAF Woomera Range Complex, Australia",Unknown,1969,7,3,Thursday,8,9,126,7,16
N1-L3 | 5L (Zond L1S-2),RVSN USSR,N1-L3,Launch Failure,1969-07-03 20:18:00+00:00,"Site 110/38, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,7,3,Thursday,20,40,212,7,87
Voskhod | Cosmos 289,RVSN USSR,Voskhod,Launch Successful,1969-07-10 09:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,7,10,Thursday,9,40,330,7,106
Saturn V | Apollo 11,NASA,Saturn V,Launch Successful,1969-07-16 13:32:00+00:00,"LC-39A, Kennedy Space Center, Florida, USA",Unknown,1969,7,16,Wednesday,13,35,241,7,34
Voskhod | Cosmos 290,RVSN USSR,Voskhod,Launch Successful,1969-07-22 12:30:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,7,22,Tuesday,12,40,330,7,106
Molniya-M /Block L | Molniya-1 n†­18,RVSN USSR,Molniya-M /Block L,Launch Successful,1969-07-22 12:55:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,7,22,Tuesday,12,40,196,7,83
Cosmos-2I (63SM) | DS-P1-You #23,RVSN USSR,Cosmos-2I (63SM),Launch Failure,1969-07-23 09:00:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,7,23,Wednesday,9,40,79,7,90
Tsyklon-2 | Cosmos 291,RVSN USSR,Tsyklon-2,Launch Successful,1969-08-06 05:40:00+00:00,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,8,6,Wednesday,5,40,321,7,116
Proton K/Block D | Zond-7,RVSN USSR,Proton K/Block D,Launch Successful,1969-08-07 23:48:00+00:00,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,8,7,Thursday,23,40,228,7,113
Atlas-SLV3C Centaur-D | ATS-5,General Dynamics,Atlas-SLV3C Centaur-D,Launch Successful,1969-08-12 11:01:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,1969,8,12,Tuesday,11,17,70,7,64
Cosmos-3M (11K65M) | Cosmos 292,RVSN USSR,Cosmos-3M (11K65M),Launch Successful,1969-08-13 22:00:00+00:00,"Site 132/2, Plesetsk Cosmodrome, Russia",Unknown,1969,8,13,Wednesday,22,40,81,7,89
Voskhod | Cosmos 293,RVSN USSR,Voskhod,Launch Successful,1969-08-16 11:59:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,8,16,Saturday,11,40,330,7,101
Voskhod | Cosmos 294,RVSN USSR,Voskhod,Launch Successful,1969-08-19 13:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,8,19,Tuesday,13,40,330,7,106
Cosmos-2I (63SM) | Cosmos 295,RVSN USSR,Cosmos-2I (63SM),Launch Successful,1969-08-22 14:14:00+00:00,"Site 133/3, Plesetsk Cosmodrome, Russia",Unknown,1969,8,22,Friday,14,40,79,7,90
Titan III(23)B | OPS 7807,US Air Force,Titan III(23)B,Launch Successful,1969-08-23 16:00:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Unknown,1969,8,23,Saturday,16,48,300,7,73
Voskhod | Cosmos 296,RVSN USSR,Voskhod,Launch Successful,1969-08-29 09:05:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,8,29,Friday,9,40,330,7,101
Voskhod | Cosmos 297,RVSN USSR,Voskhod,Launch Successful,1969-09-02 11:00:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,9,2,Tuesday,11,40,330,7,106
Tsyklon | Cosmos 298,RVSN USSR,Tsyklon,Launch Successful,1969-09-15 16:00:00+00:00,"Site 191/66, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,9,15,Monday,16,40,320,7,97
Voskhod | Cosmos 299,RVSN USSR,Voskhod,Launch Successful,1969-09-18 08:40:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,9,18,Thursday,8,40,330,7,101
Proton K/Block D | Cosmos 300 (luna-16a),RVSN USSR,Proton K/Block D,Launch Successful,1969-09-23 15:00:00+00:00,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",Unknown,1969,9,23,Tuesday,15,40,228,7,114
Voskhod | Cosmos 301,RVSN USSR,Voskhod,Launch Successful,1969-09-24 12:15:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,9,24,Wednesday,12,40,330,7,106
Vostok-2M | Meteor n†­13,RVSN USSR,Vostok-2M,Launch Successful,1969-10-06 01:45:00+00:00,"Site 41/1, Plesetsk Cosmodrome, Russia",Unknown,1969,10,6,Monday,1,40,334,7,106
